first_name,title,company,email,linkedin,website,business_address,google_review_link,yelp_link,phone,notes
,,Ping Yang,pingyangsanfran@gmail.com,,https://www.pingyangthaigrilldessert.com/,"955 Larkin Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Ping%20Yang%20955%20Larkin%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Ping%20Yang&find_loc=San%20Francisco%2C%20CA,+1 415 7926899,thai
,,Mel's Kitchen,,,https://melsdrive-in.com/locations/northern-california/mels-kitchen-now-open/,"1050 Van Ness Avenue, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Mel%27s%20Kitchen%201050%20Van%20Ness%20Avenue%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Mel%27s%20Kitchen&find_loc=San%20Francisco%2C%20CA,+1 415 2926357,american;breakfast
Edwin,Owner,Nosh Box,edwin@noshboxsf.com,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Edwin%22%20%22Nosh%20Box%22%20San%20Francisco%20restaurant,https://www.noshboxsf.com/,"1116 Folsom Street, San Francisco, CA, 94103",https://www.google.com/maps/search/?api=1&query=Nosh%20Box%201116%20Folsom%20Street%2C%20San%20Francisco%2C%20CA%2C%2094103,https://www.yelp.com/search?find_desc=Nosh%20Box&find_loc=San%20Francisco%2C%20CA,,pastry; sandwich; coffee; tea
,,Leopold's,dedenf@gmail.com,,http://www.leopoldssf.com/,"2400 Polk Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Leopold%27s%202400%20Polk%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Leopold%27s&find_loc=San%20Francisco%2C%20CA,+1 415 4742000,german
,,Miyabiya Sushi and Grill,,,https://www.miyabiyasf.com/,"115 Cyril Magnin Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Miyabiya%20Sushi%20and%20Grill%20115%20Cyril%20Magnin%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Miyabiya%20Sushi%20and%20Grill&find_loc=San%20Francisco%2C%20CA,+1 415 9893288,japanese;sushi
,,Hinodeya Ramen & Bar,us@sasaladining.com,,https://hinodeyaramen.com/,"219 O'Farrell Street, San Francisco, CA, 94102",https://www.google.com/maps/search/?api=1&query=Hinodeya%20Ramen%20%26%20Bar%20219%20O%27Farrell%20Street%2C%20San%20Francisco%2C%20CA%2C%2094102,https://www.yelp.com/search?find_desc=Hinodeya%20Ramen%20%26%20Bar&find_loc=San%20Francisco%2C%20CA,,noodle;ramen
,,Boudin,,,https://boudinbakery.com/location/union-square-macys-bakery-cafe/,"San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Boudin%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Boudin&find_loc=San%20Francisco%2C%20CA,,
,,Pakwan,,,https://pakwanrestaurant.com/oferrell/,"501 O'Farrell Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Pakwan%20501%20O%27Farrell%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Pakwan&find_loc=San%20Francisco%2C%20CA,+1 415 7760160,indian;pakistani
,,Marrakech,,,https://www.marrakechsf.com/,"419 O'Farrell Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Marrakech%20419%20O%27Farrell%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Marrakech&find_loc=San%20Francisco%2C%20CA,+1 415 7766717,moroccan
,,Rise & Set,riseandset.sf@gmail.com,,https://www.riseandsetsf.com/,"1247 Polk Street, San Francisco, CA, 94109",https://www.google.com/maps/search/?api=1&query=Rise%20%26%20Set%201247%20Polk%20Street%2C%20San%20Francisco%2C%20CA%2C%2094109,https://www.yelp.com/search?find_desc=Rise%20%26%20Set&find_loc=San%20Francisco%2C%20CA,+1-415-714-6177,
,,Crostini & Java,info@crostiniandjava.com,,https://www.crostiniandjava.com/,"899 Hyde Street, San Francisco, CA, 94109",https://www.google.com/maps/search/?api=1&query=Crostini%20%26%20Java%20899%20Hyde%20Street%2C%20San%20Francisco%2C%20CA%2C%2094109,https://www.yelp.com/search?find_desc=Crostini%20%26%20Java&find_loc=San%20Francisco%2C%20CA,+1 415 8729226,coffee_shop;sandwich
,,Colombini,,,https://colombinibistro.com/,"835 Hyde Street, San Francisco, CA, 94109",https://www.google.com/maps/search/?api=1&query=Colombini%20835%20Hyde%20Street%2C%20San%20Francisco%2C%20CA%2C%2094109,https://www.yelp.com/search?find_desc=Colombini&find_loc=San%20Francisco%2C%20CA,+1 415 4478554,italian
,,Ben Thai Cafe,cafe@benthaisf.com,,https://www.benthaicafe.com/,"1331 Polk Street, San Francisco, CA, 94109",https://www.google.com/maps/search/?api=1&query=Ben%20Thai%20Cafe%201331%20Polk%20Street%2C%20San%20Francisco%2C%20CA%2C%2094109,https://www.yelp.com/search?find_desc=Ben%20Thai%20Cafe&find_loc=San%20Francisco%2C%20CA,+1 415 7712562,thai
,,El Lopo,info@elloposf.com,,https://www.elloposf.com/,"1327 Polk Street, San Francisco, CA, 94109",https://www.google.com/maps/search/?api=1&query=El%20Lopo%201327%20Polk%20Street%2C%20San%20Francisco%2C%20CA%2C%2094109,https://www.yelp.com/search?find_desc=El%20Lopo&find_loc=San%20Francisco%2C%20CA,+1 415 2373072,
,,Nara Sushi,,,https://www.sfnarasushi.com/,"1515 Polk Street, San Francisco, CA, 94109",https://www.google.com/maps/search/?api=1&query=Nara%20Sushi%201515%20Polk%20Street%2C%20San%20Francisco%2C%20CA%2C%2094109,https://www.yelp.com/search?find_desc=Nara%20Sushi&find_loc=San%20Francisco%2C%20CA,+1-415-567-1515,
You,Owner,Swan Oyster Depot,contact@restaurants-world.net,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22You%22%20%22Swan%20Oyster%20Depot%22%20San%20Francisco%20restaurant,https://swanoysterdepot.net/,"1517 Polk Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Swan%20Oyster%20Depot%201517%20Polk%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Swan%20Oyster%20Depot&find_loc=San%20Francisco%2C%20CA,,
,,Himalayan Cuisine,contact@himalayancuisinesf.com,,https://himalayancuisinesf.com/,"1412 Polk Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Himalayan%20Cuisine%201412%20Polk%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Himalayan%20Cuisine&find_loc=San%20Francisco%2C%20CA,+1 415 359 1236,indian;nepalese
Www,Owner,Café de la Presse,olivier@cafedelapresse.com,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Www%22%20%22Caf%C3%A9%20de%20la%20Presse%22%20San%20Francisco%20restaurant,https://www.cafedelapresse.com/,"352 Grant Avenue, San Francisco, CA, 94108",https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20de%20la%20Presse%20352%20Grant%20Avenue%2C%20San%20Francisco%2C%20CA%2C%2094108,https://www.yelp.com/search?find_desc=Caf%C3%A9%20de%20la%20Presse&find_loc=San%20Francisco%2C%20CA,+1 415 3982680,french
,,Tsing Tao,contacttsc@tsingtaosf.com,,https://www.tsingtaosf.com/,"3107 Clement Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Tsing%20Tao%203107%20Clement%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Tsing%20Tao&find_loc=San%20Francisco%2C%20CA,,chinese
,,Mel's Drive-In,,,https://melsdrive-in.com/,"801 Mission Street, San Francisco, CA, 94103",https://www.google.com/maps/search/?api=1&query=Mel%27s%20Drive-In%20801%20Mission%20Street%2C%20San%20Francisco%2C%20CA%2C%2094103,https://www.yelp.com/search?find_desc=Mel%27s%20Drive-In&find_loc=San%20Francisco%2C%20CA,+1-415-227-0793,american
,,Shalimar,,,https://www.shalimarrestaurants.us/,"532 Jones Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Shalimar%20532%20Jones%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Shalimar&find_loc=San%20Francisco%2C%20CA,+1 415 9280333,pakistani;indian
,,Java Beach Cafe,donna@javabeach.com,,http://www.javabeachsf.com,"1396 La Playa Street, San Francisco, CA, 94122",https://www.google.com/maps/search/?api=1&query=Java%20Beach%20Cafe%201396%20La%20Playa%20Street%2C%20San%20Francisco%2C%20CA%2C%2094122,https://www.yelp.com/search?find_desc=Java%20Beach%20Cafe&find_loc=San%20Francisco%2C%20CA,+1-415-665-5282,coffee_shop
,,Outerlands,hello@outerlandssf.com,,https://outerlandssf.com/,"4001 Judah Street, San Francisco, CA, 94122",https://www.google.com/maps/search/?api=1&query=Outerlands%204001%20Judah%20Street%2C%20San%20Francisco%2C%20CA%2C%2094122,https://www.yelp.com/search?find_desc=Outerlands&find_loc=San%20Francisco%2C%20CA,+1-415-661-6140,american;organic
,,Cafe St. Jorge,,,http://www.cafestjorge.com/,"3438 Mission Street, San Francisco, CA, 94110",https://www.google.com/maps/search/?api=1&query=Cafe%20St.%20Jorge%203438%20Mission%20Street%2C%20San%20Francisco%2C%20CA%2C%2094110,https://www.yelp.com/search?find_desc=Cafe%20St.%20Jorge&find_loc=San%20Francisco%2C%20CA,+1-415-814-2028,coffee;portuguese
,,Blue Barn Cole Valley,,,http://bluebarngourmet.com,"901 Cole Street, San Francisco, CA, 94117",https://www.google.com/maps/search/?api=1&query=Blue%20Barn%20Cole%20Valley%20901%20Cole%20Street%2C%20San%20Francisco%2C%20CA%2C%2094117,https://www.yelp.com/search?find_desc=Blue%20Barn%20Cole%20Valley&find_loc=San%20Francisco%2C%20CA,+1-415-742-5505,salad;sandwich
,,Beit Rima,,,https://beitrimasf.com/,"86 Carl Street, San Francisco, CA, 94117",https://www.google.com/maps/search/?api=1&query=Beit%20Rima%2086%20Carl%20Street%2C%20San%20Francisco%2C%20CA%2C%2094117,https://www.yelp.com/search?find_desc=Beit%20Rima&find_loc=San%20Francisco%2C%20CA,+1-415-566-1274,middle_eastern
,,Pomelo,,,http://www.pomelosf.com,"1793 Church Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Pomelo%201793%20Church%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Pomelo&find_loc=San%20Francisco%2C%20CA,+1-415-285-2257,
,,St. Francis Yacht Club,frontdesk@stfyc.com,,https://www.stfyc.com/,"700 Marina Boulevard, San Francisco, CA, 94123",https://www.google.com/maps/search/?api=1&query=St.%20Francis%20Yacht%20Club%20700%20Marina%20Boulevard%2C%20San%20Francisco%2C%20CA%2C%2094123,https://www.yelp.com/search?find_desc=St.%20Francis%20Yacht%20Club&find_loc=San%20Francisco%2C%20CA,+1-415-563-6363,
Join,Owner,Dancing Yak,dancingyaksf@gmail.com,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Join%22%20%22Dancing%20Yak%22%20San%20Francisco%20restaurant,https://dancingyaksf.com/,"280 Valencia Street, San Francisco, CA, 94103",https://www.google.com/maps/search/?api=1&query=Dancing%20Yak%20280%20Valencia%20Street%2C%20San%20Francisco%2C%20CA%2C%2094103,https://www.yelp.com/search?find_desc=Dancing%20Yak&find_loc=San%20Francisco%2C%20CA,,nepalese
,,Pork Store Cafe Valencia,,,http://porkstorecafe.com,"3122 16th Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Pork%20Store%20Cafe%20Valencia%203122%2016th%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Pork%20Store%20Cafe%20Valencia&find_loc=San%20Francisco%2C%20CA,,
,,Giordano Bros.,,,https://www.giordanobros.com/mission/,"3108 16th Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Giordano%20Bros.%203108%2016th%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Giordano%20Bros.&find_loc=San%20Francisco%2C%20CA,,sandwich
,,The Velo Rouge Cafe,,,https://www.sfvelorouge.com/,"798 Arguello Boulevard, San Francisco, CA, 94118",https://www.google.com/maps/search/?api=1&query=The%20Velo%20Rouge%20Cafe%20798%20Arguello%20Boulevard%2C%20San%20Francisco%2C%20CA%2C%2094118,https://www.yelp.com/search?find_desc=The%20Velo%20Rouge%20Cafe&find_loc=San%20Francisco%2C%20CA,+1 415-752-7799,
,,Beit Rima,,,https://beitrimasf.com/locations/castro/,"138 Church Street, San Francisco, CA, 94114",https://www.google.com/maps/search/?api=1&query=Beit%20Rima%20138%20Church%20Street%2C%20San%20Francisco%2C%20CA%2C%2094114,https://www.yelp.com/search?find_desc=Beit%20Rima&find_loc=San%20Francisco%2C%20CA,+1-415-703-0270,arab
,,Dynamo Donut & Coffee,manager@dynamodonut.con,,https://dynamodonut.com,"2760 24th Street, San Francisco, CA, 94110",https://www.google.com/maps/search/?api=1&query=Dynamo%20Donut%20%26%20Coffee%202760%2024th%20Street%2C%20San%20Francisco%2C%20CA%2C%2094110,https://www.yelp.com/search?find_desc=Dynamo%20Donut%20%26%20Coffee&find_loc=San%20Francisco%2C%20CA,+1-415-920-1978,coffee_shop;donut
,,Rosamunde Sausage Grill,,,https://rosamundesausagegrill.com/,"2832 Mission Street, San Francisco, CA, 94110",https://www.google.com/maps/search/?api=1&query=Rosamunde%20Sausage%20Grill%202832%20Mission%20Street%2C%20San%20Francisco%2C%20CA%2C%2094110,https://www.yelp.com/search?find_desc=Rosamunde%20Sausage%20Grill&find_loc=San%20Francisco%2C%20CA,+1 415 970 9015,german;grill
,,Beretta,,,https://berettasf.com/,"1199 Valencia Street, San Francisco, CA, 94110",https://www.google.com/maps/search/?api=1&query=Beretta%201199%20Valencia%20Street%2C%20San%20Francisco%2C%20CA%2C%2094110,https://www.yelp.com/search?find_desc=Beretta&find_loc=San%20Francisco%2C%20CA,,italian
,,Angelina's Cafe,,,http://www.angelinasdelicafe.com/,"6000 California Street, San Francisco, CA, 94121",https://www.google.com/maps/search/?api=1&query=Angelina%27s%20Cafe%206000%20California%20Street%2C%20San%20Francisco%2C%20CA%2C%2094121,https://www.yelp.com/search?find_desc=Angelina%27s%20Cafe&find_loc=San%20Francisco%2C%20CA,+1-415-221-7801,coffee_shop;sandwich;ice_cream
,,Rite Spot Cafe,,,http://www.ritespotcafe.net/,"2099 Folsom Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Rite%20Spot%20Cafe%202099%20Folsom%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Rite%20Spot%20Cafe&find_loc=San%20Francisco%2C%20CA,,
,,Sam Wo Restaurant,eben@eyebytes.com,,https://samworestaurant.com,"713 Clay Street, San Francisco, CA, 94108",https://www.google.com/maps/search/?api=1&query=Sam%20Wo%20Restaurant%20713%20Clay%20Street%2C%20San%20Francisco%2C%20CA%2C%2094108,https://www.yelp.com/search?find_desc=Sam%20Wo%20Restaurant&find_loc=San%20Francisco%2C%20CA,,chinese
,,Mixt,hello@mixt.com,,https://www.mixt.com/locations/240-kearny-street/,"240 Kearny Street, San Francisco, CA, 94108",https://www.google.com/maps/search/?api=1&query=Mixt%20240%20Kearny%20Street%2C%20San%20Francisco%2C%20CA%2C%2094108,https://www.yelp.com/search?find_desc=Mixt&find_loc=San%20Francisco%2C%20CA,,salad;soup
,,Reem’s California - Mission,info@reemscalifornia.com,,https://www.reemscalifornia.com/,"2901 Mission Street, San Francisco, CA, 94110",https://www.google.com/maps/search/?api=1&query=Reem%E2%80%99s%20California%20-%20Mission%202901%20Mission%20Street%2C%20San%20Francisco%2C%20CA%2C%2094110,https://www.yelp.com/search?find_desc=Reem%E2%80%99s%20California%20-%20Mission&find_loc=San%20Francisco%2C%20CA,,arab;coffee_shop
,,Wooly Pig,catering@woolypigsf.com,,https://woolypigsf.com,"2295 3rd Street, San Francisco, CA, 94107",https://www.google.com/maps/search/?api=1&query=Wooly%20Pig%202295%203rd%20Street%2C%20San%20Francisco%2C%20CA%2C%2094107,https://www.yelp.com/search?find_desc=Wooly%20Pig&find_loc=San%20Francisco%2C%20CA,+1 415-592-8015,
,,Teazzert Pho You,contact@sansoxygen.com,,https://enjoyteazzert.com/,"880 Geneva Avenue, San Francisco, CA, 94112",https://www.google.com/maps/search/?api=1&query=Teazzert%20Pho%20You%20880%20Geneva%20Avenue%2C%20San%20Francisco%2C%20CA%2C%2094112,https://www.yelp.com/search?find_desc=Teazzert%20Pho%20You&find_loc=San%20Francisco%2C%20CA,+1-415-508-9306,vietnamese
,,La Stazione,,,https://www.lastazionesf.com,"701 Pennsylvania Avenue, San Francisco, CA, 94107",https://www.google.com/maps/search/?api=1&query=La%20Stazione%20701%20Pennsylvania%20Avenue%2C%20San%20Francisco%2C%20CA%2C%2094107,https://www.yelp.com/search?find_desc=La%20Stazione&find_loc=San%20Francisco%2C%20CA,+1-628-225-2387,
,,Ritu Indian Soul Food,,,https://www.ritusf.com/,"3111 24th Street, San Francisco, CA, 94110",https://www.google.com/maps/search/?api=1&query=Ritu%20Indian%20Soul%20Food%203111%2024th%20Street%2C%20San%20Francisco%2C%20CA%2C%2094110,https://www.yelp.com/search?find_desc=Ritu%20Indian%20Soul%20Food&find_loc=San%20Francisco%2C%20CA,+1-415-874-9045,indian
,,Hook Fish Co,hello@hookfishco.com,,https://www.hookfishco.com,"4542 Irving Street, San Francisco, CA, 94122",https://www.google.com/maps/search/?api=1&query=Hook%20Fish%20Co%204542%20Irving%20Street%2C%20San%20Francisco%2C%20CA%2C%2094122,https://www.yelp.com/search?find_desc=Hook%20Fish%20Co&find_loc=San%20Francisco%2C%20CA,,fish
,,Molinari Delicatessen,,,https://www.themolinarideli.com,"San Francisco, CA, 94133",https://www.google.com/maps/search/?api=1&query=Molinari%20Delicatessen%20San%20Francisco%2C%20CA%2C%2094133,https://www.yelp.com/search?find_desc=Molinari%20Delicatessen&find_loc=San%20Francisco%2C%20CA,,italian
,,The Little Chihuahua,,,https://www.thelittlechihuahua.com/locations/,"292 Divisadero Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=The%20Little%20Chihuahua%20292%20Divisadero%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=The%20Little%20Chihuahua&find_loc=San%20Francisco%2C%20CA,+1 415-255-8225,mexican
,,AsiaSF,,,https://asiasf.com/,"201 9th Street, San Francisco, CA, 94103",https://www.google.com/maps/search/?api=1&query=AsiaSF%20201%209th%20Street%2C%20San%20Francisco%2C%20CA%2C%2094103,https://www.yelp.com/search?find_desc=AsiaSF&find_loc=San%20Francisco%2C%20CA,+1-415-255-2742,asian
Lalita,Chef/Owner,Lao Table,laotablesf@gmail.com,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Lalita%22%20%22Lao%20Table%22%20San%20Francisco%20restaurant,https://laotablesf.com/,"149 2nd Street, San Francisco, CA, 94105",https://www.google.com/maps/search/?api=1&query=Lao%20Table%20149%202nd%20Street%2C%20San%20Francisco%2C%20CA%2C%2094105,https://www.yelp.com/search?find_desc=Lao%20Table&find_loc=San%20Francisco%2C%20CA,+1 415-278-9991,lao
,,Luke’s Lobster,,,https://www.lukeslobster.com/location/lukes-lobster-soma/,"92 2nd Street, San Francisco, CA, 94105",https://www.google.com/maps/search/?api=1&query=Luke%E2%80%99s%20Lobster%2092%202nd%20Street%2C%20San%20Francisco%2C%20CA%2C%2094105,https://www.yelp.com/search?find_desc=Luke%E2%80%99s%20Lobster&find_loc=San%20Francisco%2C%20CA,,seafood
,,Working Girls’ Cafe,,,https://www.workinggirlscafe.com/,"122 New Montgomery Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Working%20Girls%E2%80%99%20Cafe%20122%20New%20Montgomery%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Working%20Girls%E2%80%99%20Cafe&find_loc=San%20Francisco%2C%20CA,,
,,Village Tea House,,,https://villageteahousesf.com,"62 2nd Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Village%20Tea%20House%2062%202nd%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Village%20Tea%20House&find_loc=San%20Francisco%2C%20CA,+1 415-778-2728,chinese
,,Vida Cantina,,,https://vidacantinasf.com/,"56 Belden Place, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Vida%20Cantina%2056%20Belden%20Place%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Vida%20Cantina&find_loc=San%20Francisco%2C%20CA,+1 415-525-3042,mexican
,,Hazie's,info@haziessf.com,,https://www.haziessf.com/,"501 Hayes Street, San Francisco, CA, 94102",https://www.google.com/maps/search/?api=1&query=Hazie%27s%20501%20Hayes%20Street%2C%20San%20Francisco%2C%20CA%2C%2094102,https://www.yelp.com/search?find_desc=Hazie%27s&find_loc=San%20Francisco%2C%20CA,+1-415-678-5156,
,,Cotogna,info@cotognasf.com,,https://www.cotognasf.com/,"490 Pacific Avenue, San Francisco, CA, 94133",https://www.google.com/maps/search/?api=1&query=Cotogna%20490%20Pacific%20Avenue%2C%20San%20Francisco%2C%20CA%2C%2094133,https://www.yelp.com/search?find_desc=Cotogna&find_loc=San%20Francisco%2C%20CA,+1-415-775-8508,italian
,,Nara,naronhaight@gmail.com,,https://www.naraonhaight.com,"518 Haight Street, San Francisco, CA, 94117",https://www.google.com/maps/search/?api=1&query=Nara%20518%20Haight%20Street%2C%20San%20Francisco%2C%20CA%2C%2094117,https://www.yelp.com/search?find_desc=Nara&find_loc=San%20Francisco%2C%20CA,+1-415-829-2491,japanese
,,Burma Love,bianca.decker@burmainc.com,,https://www.burmalove.co/,"8 Mint Plaza, San Francisco, CA, 94103",https://www.google.com/maps/search/?api=1&query=Burma%20Love%208%20Mint%20Plaza%2C%20San%20Francisco%2C%20CA%2C%2094103,https://www.yelp.com/search?find_desc=Burma%20Love&find_loc=San%20Francisco%2C%20CA,+1 415 7644965,burmese
Mike,Chef/Owner,Bar Crudo,info@barcrudo.com,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Mike%22%20%22Bar%20Crudo%22%20San%20Francisco%20restaurant,https://www.barcrudo.com/,"655 Divisadero Street, San Francisco, CA, 94117",https://www.google.com/maps/search/?api=1&query=Bar%20Crudo%20655%20Divisadero%20Street%2C%20San%20Francisco%2C%20CA%2C%2094117,https://www.yelp.com/search?find_desc=Bar%20Crudo&find_loc=San%20Francisco%2C%20CA,,fish
,,Mission Chinese Food,,,https://www.missionchinesefood.com/,"2234 Mission Street, San Francisco, CA, 94110",https://www.google.com/maps/search/?api=1&query=Mission%20Chinese%20Food%202234%20Mission%20Street%2C%20San%20Francisco%2C%20CA%2C%2094110,https://www.yelp.com/search?find_desc=Mission%20Chinese%20Food&find_loc=San%20Francisco%2C%20CA,+1-415-863-2800,chinese
,,Town's End Restaurant & Bakery,,,https://www.townsendrb.com/,"2 Townsend Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Town%27s%20End%20Restaurant%20%26%20Bakery%202%20Townsend%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Town%27s%20End%20Restaurant%20%26%20Bakery&find_loc=San%20Francisco%2C%20CA,+1 415 512 0749,
,,The Sentinel,,,https://www.thesentinelsf.com/,"37 New Montgomery Street, San Francisco, CA, 94105",https://www.google.com/maps/search/?api=1&query=The%20Sentinel%2037%20New%20Montgomery%20Street%2C%20San%20Francisco%2C%20CA%2C%2094105,https://www.yelp.com/search?find_desc=The%20Sentinel&find_loc=San%20Francisco%2C%20CA,+1-415-284-9960,sandwich
,,The Harlequin,theharlequinsf@gmail.com,,https://www.harlequinsf.com/,"68 4th Street, San Francisco, CA, 94103",https://www.google.com/maps/search/?api=1&query=The%20Harlequin%2068%204th%20Street%2C%20San%20Francisco%2C%20CA%2C%2094103,https://www.yelp.com/search?find_desc=The%20Harlequin&find_loc=San%20Francisco%2C%20CA,,american
,,Hard Knox Cafe,nroy@janprosiliconvalleyclean.com,,https://www.hardknoxcafe.com/,"2448 Clement Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Hard%20Knox%20Cafe%202448%20Clement%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Hard%20Knox%20Cafe&find_loc=San%20Francisco%2C%20CA,+1 415-752-3770,american;southern
,,Ryoko's,,,https://www.ryokos.com/,"619 Taylor Street, San Francisco, CA, 94102",https://www.google.com/maps/search/?api=1&query=Ryoko%27s%20619%20Taylor%20Street%2C%20San%20Francisco%2C%20CA%2C%2094102,https://www.yelp.com/search?find_desc=Ryoko%27s&find_loc=San%20Francisco%2C%20CA,+1 415 7751028,japanese;sushi
,,Top of the Mark,icmarkhopkins@ihg.com,,https://www.ihg.com/intercontinental/hotels/us/en/san-francisco/sfoha/hoteldetail/top-of-the-mark,"San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Top%20of%20the%20Mark%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Top%20of%20the%20Mark&find_loc=San%20Francisco%2C%20CA,,
,,Isa,info@isarestaurant.com,,http://www.isarestaurant.com/,"3324 Steiner Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Isa%203324%20Steiner%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Isa&find_loc=San%20Francisco%2C%20CA,+1 415-567-9588,french
,,Tres,,,https://tressf.com/,"130 Townsend Street, San Francisco, CA, 94107",https://www.google.com/maps/search/?api=1&query=Tres%20130%20Townsend%20Street%2C%20San%20Francisco%2C%20CA%2C%2094107,https://www.yelp.com/search?find_desc=Tres&find_loc=San%20Francisco%2C%20CA,+1 415 227 0500,mexican
Learn,Owner,Underdogs Cantina,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Learn%22%20%22Underdogs%20Cantina%22%20San%20Francisco%20restaurant,https://underdogscantina.com/,"128 King Street, San Francisco, CA, 94107",https://www.google.com/maps/search/?api=1&query=Underdogs%20Cantina%20128%20King%20Street%2C%20San%20Francisco%2C%20CA%2C%2094107,https://www.yelp.com/search?find_desc=Underdogs%20Cantina&find_loc=San%20Francisco%2C%20CA,+1-415-416-6873,tacos;bar_and_grill;mexican
,,The Bird,,,https://www.thebirdsf.com/,"115 New Montgomery Street, San Francisco, CA, 94105",https://www.google.com/maps/search/?api=1&query=The%20Bird%20115%20New%20Montgomery%20Street%2C%20San%20Francisco%2C%20CA%2C%2094105,https://www.yelp.com/search?find_desc=The%20Bird&find_loc=San%20Francisco%2C%20CA,,sandwich
,,Pier 23 Cafe,mac@pier23cafe.com,,https://www.pier23cafe.com,"Pier 23 The Embarcadero, San Francisco, CA, 94111",https://www.google.com/maps/search/?api=1&query=Pier%2023%20Cafe%20Pier%2023%20The%20Embarcadero%2C%20San%20Francisco%2C%20CA%2C%2094111,https://www.yelp.com/search?find_desc=Pier%2023%20Cafe&find_loc=San%20Francisco%2C%20CA,+1-415-362-5125,
Tadich,Owner,Tadich Grill,info@tadichgrillsf.com,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Tadich%22%20%22Tadich%20Grill%22%20San%20Francisco%20restaurant,https://tadichgrillsf.com,"240 California Street, San Francisco, CA, 94111",https://www.google.com/maps/search/?api=1&query=Tadich%20Grill%20240%20California%20Street%2C%20San%20Francisco%2C%20CA%2C%2094111,https://www.yelp.com/search?find_desc=Tadich%20Grill&find_loc=San%20Francisco%2C%20CA,+1-415-391-1849,
